LINE_M1069356_1,M1069356,M1069363
LINE_M1069363_0,M1069363,M1069356
LINE_M1069363_1,M1069363,M1069364
LINE_M1069364_0,M1069364,M1069363
LINE_M1069364_1,M1069364,M1069365
LINE_M1069365_0,M1069365,L3235243
LINE_M1069365_1,M1069365,M1069364
LINE_M1069376_0,M1069376,N1138598
LINE_M1069376_1,M1069376,N1138599
LINE_M1069376_2,M1069376,P827563
LINE_M1069382_0,M1069382,D6049822-1_INT
LINE_M1069382_1,M1069382,L2766741
LINE_M1069382_2,M1069382,L2822877
LINE_M1069384_0,M1069384,L2785514
LINE_M1069384_1,M1069384,L2897801
LINE_M1069384_2,M1069384,L3066805
LINE_M1069390_0,M1069390,L2841618
LINE_M1069390_1,M1069390,L2897801
LINE_M1069390_2,M1069390,L3254207
LINE_M1069393_0,M1069393,L2973156
LINE_M1069393_1,M1069393,L3029501
LINE_M1069393_2,M1069393,M1069408
LINE_M1069398_0,M1069398,L2785513
LINE_M1069398_1,M1069398,L3010559
LINE_M1069398_2,M1069398,L3160101
LINE_M1069398_3,M1069398,L3235244
LINE_M1069408_0,M1069408,L2822867
LINE_M1069408_1,M1069408,L2897774
LINE_M1069408_2,M1069408,M1069393
LINE_M1069411_0,M1069411,L2766741
LINE_M1069411_1,M1069411,L2991905
LINE_M1069411_2,M1069411,N1138597
LINE_M1069412_0,M1069412,L2822867
LINE_M1069412_1,M1069412,L2879061
LINE_M1069412_2,M1069412,L3066813
LINE_M1069417_0,M1069417,M1069418
LINE_M1069417_1,M1069417,N1138597
LINE_M1069417_2,M1069417,P901910
LINE_M1069418_0,M1069418,M1069417
LINE_M1069418_1,M1069418,M1069419
LINE_M1069419_0,M1069419,M1069418
LINE_M1069419_1,M1069419,M4277837
LINE_M1069420_0,M1069420,L2935549
LINE_M1069420_1,M1069420,M4277837
LINE_M1069420_2,M1069420,P827499
LINE_M1069424_0,M1069424,L2935549
LINE_M1069424_1,M1069424,M1069428
LINE_M1069424_2,M1069424,N1139255
LINE_M1069428_0,M1069428,M1069424
LINE_M1069428_1,M1069428,N1139257
LINE_M1069428_2,M1069428,P827576
LINE_M1069428_3,M1069428,Q14411
LINE_M1069437_0,M1069437,N1139258
LINE_M1069437_1,M1069437,N1139259
LINE_M1069437_2,M1069437,P827575
LINE_M1069438_0,M1069438,L2766749
LINE_M1069438_1,M1069438,L2925506
LINE_M1069438_2,M1069438,P827575
LINE_M1069451_0,M1069451,L2804282
LINE_M1069451_1,M1069451,M1089179
LINE_M1069456_0,M1069456,L2897806
LINE_M1069456_1,M1069456,L3104155
LINE_M1069456_2,M1069456,N1147867
LINE_M1069457_0,M1069457,E182745
LINE_M1069457_1,M1069457,L2876798
LINE_M1069457_2,M1069457,N1139260
LINE_M1069461_0,M1069461,L2876798
LINE_M1069461_1,M1069461,M1069464
LINE_M1069461_2,M1069461,P827574
LINE_M1069462_0,M1069462,L3216342
LINE_M1069462_1,M1069462,M1069463
LINE_M1069463_0,M1069463,M1069462
LINE_M1069463_1,M1069463,P873787
LINE_M1069464_0,M1069464,M1069461
LINE_M1069464_1,M1069464,M1069468
LINE_M1069464_2,M1069464,P873787
LINE_M1069465_0,M1069465,L3010561
LINE_M1069465_1,M1069465,N1139264
LINE_M1069466_0,M1069466,M1069467
LINE_M1069466_1,M1069466,N1139264
LINE_M1069467_0,M1069467,M1069466
LINE_M1069467_1,M1069467,M1069469
LINE_M1069468_0,M1069468,L3216367
LINE_M1069468_1,M1069468,M1069464
LINE_M1069468_2,M1069468,P827506
LINE_M1069469_0,M1069469,M1069467
LINE_M1069469_1,M1069469,N1139263
LINE_M1069469_2,M1069469,P827506
LINE_M1069481_0,M1069481,L2745848
LINE_M1069481_1,M1069481,M1069483
LINE_M1069481_2,M1069481,P827507
LINE_M1069483_0,M1069483,M1047480
LINE_M1069483_1,M1069483,M1069481
LINE_M1069483_2,M1069483,P827503
LINE_M1069484_0,M1069484,L2785517
LINE_M1069484_1,M1069484,N1137994
LINE_M1069487_0,M1069487,L2954344
LINE_M1069487_1,M1069487,L3066809
LINE_M1069487_2,M1069487,M1069488
LINE_M1069488_0,M1069488,L2748125
LINE_M1069488_1,M1069488,M1069487
LINE_M1069488_2,M1069488,M1069489
LINE_M1069489_0,M1069489,L2933120
LINE_M1069489_1,M1069489,M1069488
LINE_M1069494_0,M1069494,L2745806
LINE_M1069494_1,M1069494,L3104117
LINE_M1069495_0,M1069495,M1069497
LINE_M1069495_1,M1069495,M1069498
LINE_M1069496_0,M1069496,N1134474
LINE_M1069496_1,M1069496,N1134475
LINE_M1069497_0,M1069497,M1069495
LINE_M1069497_1,M1069497,N1134475
LINE_M1069498_0,M1069498,M1069495
LINE_M1069498_1,M1069498,M1069499
LINE_M1069499_0,M1069499,M1069498
LINE_M1069499_1,M1069499,N1134476
LINE_M1069500_0,M1069500,M1047574
LINE_M1069500_1,M1069500,M1069504
LINE_M1069500_2,M1069500,P827549
LINE_M1069503_0,M1069503,E182729
LINE_M1069503_1,M1069503,N1134478
LINE_M1069503_2,M1069503,N1134479
LINE_M1069504_0,M1069504,L2691967
LINE_M1069504_1,M1069504,L3197654
LINE_M1069504_2,M1069504,M1069500
LINE_M1069505_0,M1069505,M1069509
LINE_M1069505_1,M1069505,N1134478
LINE_M1069509_0,M1069509,L2766738
LINE_M1069509_1,M1069509,M1069505
LINE_M1069513_0,M1069513,L2766738
LINE_M1069513_1,M1069513,M1069516
LINE_M1069514_0,M1069514,M1069515
LINE_M1069514_1,M1069514,N1136657
LINE_M1069514_2,M1069514,P827548
LINE_M1069515_0,M1069515,M1069514
LINE_M1069515_1,M1069515,N1136367
LINE_M1069516_0,M1069516,M1069513
LINE_M1069516_1,M1069516,N1136365
LINE_M1069517_0,M1069517,M1069518
LINE_M1069517_1,M1069517,N1136365
LINE_M1069517_2,M1069517,N1136367
LINE_M1069518_0,M1069518,M1069517
LINE_M1069518_1,M1069518,N1136366
LINE_M1069519_0,M1069519,N1134480
LINE_M1069519_1,M1069519,N1136354
LINE_M1069519_2,M1069519,P901927
LINE_M1069521_0,M1069521,L2897793
LINE_M1069521_1,M1069521,L3254231
LINE_M1069521_2,M1069521,M1069524
LINE_M1069524_0,M1069524,L2820533
LINE_M1069524_1,M1069524,L3254230
LINE_M1069524_2,M1069524,M1069521
LINE_M1069526_0,M1069526,L2673331
LINE_M1069526_1,M1069526,M1069530
LINE_M1069530_0,M1069530,M1069526
LINE_M1069530_1,M1069530,M1069535
LINE_M1069532_0,M1069532,L2691965
LINE_M1069532_1,M1069532,L2785534
LINE_M1069532_2,M1069532,P895117
LINE_M1069533_0,M1069533,196-29521
LINE_M1069533_1,M1069533,L2748144
LINE_M1069533_2,M1069533,N1136356
LINE_M1069533_3,M1069533,P895117
LINE_M1069535_0,M1069535,L2804271
LINE_M1069535_1,M1069535,M1069530
LINE_M1069535_2,M1069535,M1069543
LINE_M1069543_0,M1069543,M1069535
LINE_M1069543_1,M1069543,M1069544
LINE_M1069544_0,M1069544,L2804272
LINE_M1069544_1,M1069544,M1069543
LINE_M1069544_2,M1069544,M1069550
LINE_M1069548_0,M1069548,N1136357
LINE_M1069548_1,M1069548,N1136358
LINE_M1069548_2,M1069548,P901931
LINE_M1069549_0,M1069549,M1069556
LINE_M1069549_1,M1069549,N1136356
LINE_M1069549_2,M1069549,P901931
LINE_M1069550_0,M1069550,L3254227
LINE_M1069550_1,M1069550,M1069544
LINE_M1069550_2,M1069550,M1069551
LINE_M1069551_0,M1069551,M1069550
LINE_M1069551_1,M1069551,M1069555
LINE_M1069551_2,M1069551,M1069560
LINE_M1069554_0,M1069554,L3160115
LINE_M1069554_1,M1069554,M1069557
LINE_M1069555_0,M1069555,L3085410
LINE_M1069555_1,M1069555,M1069551
LINE_M1069555_2,M1069555,M1069557
LINE_M1069556_0,M1069556,M1069549
LINE_M1069556_1,M1069556,M1069564
LINE_M1069556_2,M1069556,P901932
LINE_M1069557_0,M1069557,M1069554
LINE_M1069557_1,M1069557,M1069555
LINE_M1069557_2,M1069557,M1069558
LINE_M1069558_0,M1069558,L3254229
LINE_M1069558_1,M1069558,M1069557
LINE_M1069560_0,M1069560,L3176660
LINE_M1069560_1,M1069560,M1069551
LINE_M1069560_2,M1069560,M1069567
LINE_M1069563_0,M1069563,N1136360
LINE_M1069563_1,M1069563,N1136362
LINE_M1069563_2,M1069563,P901933
LINE_M1069564_0,M1069564,L3104144
LINE_M1069564_1,M1069564,M1069556
LINE_M1069564_2,M1069564,N1136361
LINE_M1069564_3,M1069564,N1136363
LINE_M1069564_4,M1069564,P901933
LINE_M1069565_0,M1069565,L2785536
LINE_M1069565_1,M1069565,L2989596
LINE_M1069565_2,M1069565,L3178988
LINE_M1069565_3,M1069565,L3254229
LINE_M1069565_4,M1069565,M1069572
LINE_M1069567_0,M1069567,L2691966
LINE_M1069567_1,M1069567,M1069560
LINE_M1069567_2,M1069567,M1069582
LINE_M1069572_0,M1069572,L3066826
LINE_M1069572_1,M1069572,M1069565
LINE_M1069572_2,M1069572,M1069574
LINE_M1069574_0,M1069574,L2710530
LINE_M1069574_1,M1069574,M1069572
LINE_M1069582_0,M1069582,D6231996-1_INT
LINE_M1069582_1,M1069582,L2933165
LINE_M1069582_2,M1069582,L2973171
LINE_M1069582_3,M1069582,M1069567
LINE_M1069588_0,M1069588,L2804270
LINE_M1069588_1,M1069588,L3082983
LINE_M1069588_2,M1069588,M1069590
LINE_M1069590_0,M1069590,L2801902
LINE_M1069590_1,M1069590,L3122835
LINE_M1069590_2,M1069590,M1069588
LINE_M1069590_3,M1069590,M1069595
LINE_M1069595_0,M1069595,L2916619
LINE_M1069595_1,M1069595,M1069590
LINE_M1069595_2,M1069595,M1069607
LINE_M1069597_0,M1069597,L2785535
LINE_M1069597_1,M1069597,L3197653
LINE_M1069597_2,M1069597,M1069613
LINE_M1069600_0,M1069600,L3102793
LINE_M1069600_1,M1069600,M1069610
LINE_M1069607_0,M1069607,L2916617
LINE_M1069607_1,M1069607,M1069595
LINE_M1069607_2,M1069607,M1069619
LINE_M1069610_0,M1069610,L2991929
LINE_M1069610_1,M1069610,M1069600
LINE_M1069610_2,M1069610,M1069620
LINE_M1069613_0,M1069613,L2897791
LINE_M1069613_1,M1069613,M1069597
LINE_M1069619_0,M1069619,M1069607
LINE_M1069619_1,M1069619,M1069620
LINE_M1069620_0,M1069620,M1069610
LINE_M1069620_1,M1069620,M1069619
LINE_M1069627_0,M1069627,L2897791
LINE_M1069627_1,M1069627,L2954361
LINE_M1069627_2,M1069627,L3254228
LINE_M1069629_0,M1069629,L2727008
LINE_M1069629_1,M1069629,M1069632
LINE_M1069629_2,M1069629,M1069640
LINE_M1069632_0,M1069632,L2726974
LINE_M1069632_1,M1069632,L2954361
LINE_M1069632_2,M1069632,M1069629
LINE_M1069640_0,M1069640,L2804269
LINE_M1069640_1,M1069640,L3160113
LINE_M1069640_2,M1069640,M1069629
LINE_M1069662_0,M1069662,L2897789
LINE_M1069662_1,M1069662,L2935547
LINE_M1069730_0,M1069730,L2748124
LINE_M1069730_1,M1069730,L3159037
LINE_M1069730_2,M1069730,M1069731
LINE_M1069731_0,M1069731,L2710504
LINE_M1069731_1,M1069731,M1047825
LINE_M1069731_2,M1069731,M1069730
LINE_M1069738_0,M1069738,L2690941
LINE_M1069738_1,M1069738,L3159037
LINE_M1069738_2,M1069738,L3234185
LINE_M1089093_0,M1089093,M1089094
LINE_M1089093_1,M1089093,M1089096
LINE_M1089094_0,M1089094,M1069147
LINE_M1089094_1,M1089094,M1089093
LINE_M1089096_0,M1089096,M1089093
LINE_M1089096_1,M1089096,M1089102
LINE_M1089097_0,M1089097,L3048196
LINE_M1089097_1,M1089097,M1108268
LINE_M1089097_2,M1089097,M1108270
LINE_M1089102_0,M1089102,L3626914
LINE_M1089102_1,M1089102,M1089096
LINE_M1089103_0,M1089103,L2673305
LINE_M1089103_1,M1089103,L3048196
LINE_M1089103_2,M1089103,M1089113
LINE_M1089112_0,M1089112,L2691951
LINE_M1089112_1,M1089112,L3195356
LINE_M1089112_2,M1089112,M1089115
LINE_M1089112_3,M1089112,P827520
LINE_M1089113_0,M1089113,L2691946
LINE_M1089113_1,M1089113,L2970842
LINE_M1089113_2,M1089113,M1089103
LINE_M1089115_0,M1089115,L2991911
LINE_M1089115_1,M1089115,M1089112
LINE_M1089115_2,M1089115,M1089118
LINE_M1089118_0,M1089118,L2973158
LINE_M1089118_1,M1089118,L3048208
LINE_M1089118_2,M1089118,M1089115
LINE_M1089118_3,M1089118,M1089119
LINE_M1089119_0,M1089119,M1089118
LINE_M1089119_1,M1089119,M1089120
LINE_M1089119_2,M1089119,P827521
LINE_M1089120_0,M1089120,190-7361
LINE_M1089120_1,M1089120,M1089119
LINE_M1089122_0,M1089122,L2879076
LINE_M1089122_1,M1089122,M1089132
LINE_M1089122_2,M1089122,P860892
LINE_M1089131_0,M1089131,L3029502
LINE_M1089131_1,M1089131,L3104125
LINE_M1089131_2,M1089131,L3270854
LINE_M1089132_0,M1089132,L2691950
LINE_M1089132_1,M1089132,L3029503
LINE_M1089132_2,M1089132,M1089122
LINE_M1089138_0,M1089138,L2673316
LINE_M1089138_1,M1089138,L2841628
LINE_M1089141_0,M1089141,L3160107
LINE_M1089141_1,M1089141,M1089143
LINE_M1089141_2,M1089141,P895105
LINE_M1089143_0,M1089143,L3029498
LINE_M1089143_1,M1089143,L3141400
LINE_M1089143_2,M1089143,M1089141
LINE_M1089143_3,M1089143,M1089144
LINE_M1089143_4,M1089143,M1089145
LINE_M1089144_0,M1089144,M1089143
LINE_M1089144_1,M1089144,P827522
LINE_M1089145_0,M1089145,L3047289
LINE_M1089145_1,M1089145,L3215385
LINE_M1089145_2,M1089145,M1089143
LINE_M1089148_0,M1089148,L2673315
LINE_M1089148_1,M1089148,L2766721
LINE_M1089148_2,M1089148,L2991906
LINE_M1089155_0,M1089155,L2935550
LINE_M1089155_1,M1089155,M1089158
LINE_M1089155_2,M1089155,M1108361
LINE_M1089155_3,M1089155,M3037540
LINE_M1089158_0,M1089158,M1089155
LINE_M1089158_1,M1089158,M1089162
LINE_M1089160_0,M1089160,L2991640
LINE_M1089160_1,M1089160,M1089163
LINE_M1089162_0,M1089162,L2991640
LINE_M1089162_1,M1089162,L3197626
LINE_M1089162_2,M1089162,M1089158
LINE_M1089162_3,M1089162,M1089165
LINE_M1089163_0,M1089163,L3066807
LINE_M1089163_1,M1089163,M1089160
LINE_M1089165_0,M1089165,L2748128
LINE_M1089165_1,M1089165,L3197627
LINE_M1089165_2,M1089165,L3216343
LINE_M1089165_3,M1089165,M1089162
LINE_M1089170_0,M1089170,L2748128
LINE_M1089170_1,M1089170,L2879062
LINE_M1089170_2,M1089170,L3029497
LINE_M1089170_3,M1089170,L3085392
LINE_M1089173_0,M1089173,L2673307
LINE_M1089173_1,M1089173,L2879062
LINE_M1089173_2,M1089173,L2935551
LINE_M1089173_3,M1089173,M1089174
LINE_M1089174_0,M1089174,M1089173
LINE_M1089174_1,M1089174,P827501
LINE_M1089176_0,M1089176,M1089179
LINE_M1089176_1,M1089176,N1140516
LINE_M1089177_0,M1089177,E182723
LINE_M1089177_1,M1089177,L2729406
LINE_M1089177_2,M1089177,L2822863
LINE_M1089179_0,M1089179,M1069451
LINE_M1089179_1,M1089179,M1089176
LINE_M1089183_0,M1089183,221-312488
LINE_M1089183_1,M1089183,L2990826
LINE_M1089185_0,M1089185,L2896685
LINE_M1089185_1,M1089185,P850083
LINE_M1089188_0,M1089188,L2673306
LINE_M1089188_1,M1089188,L2822863
LINE_M1089188_2,M1089188,M1089189
LINE_M1089189_0,M1089189,L2841619
LINE_M1089189_1,M1089189,M1089188
LINE_M1089195_0,M1089195,L3141393
LINE_M1089195_1,M1089195,L3235242
LINE_M1089196_0,M1089196,M1089197
LINE_M1089196_1,M1089196,M1089198
LINE_M1089197_0,M1089197,M1089196
LINE_M1089197_1,M1089197,M1089199
LINE_M1089197_2,M1089197,P827498
LINE_M1089198_0,M1089198,M1089196
LINE_M1089198_1,M1089198,M1089201
LINE_M1089199_0,M1089199,M1089197
LINE_M1089199_1,M1089199,M1108526
LINE_M1089200_0,M1089200,L2916602
LINE_M1089200_1,M1089200,M1089205
LINE_M1089201_0,M1089201,M1089198
LINE_M1089201_1,M1089201,M1089202
LINE_M1089202_0,M1089202,M1089201
LINE_M1089202_1,M1089202,M1089203
LINE_M1089203_0,M1089203,M1089202
LINE_M1089203_1,M1089203,M1089207
LINE_M1089203_2,M1089203,P895087
LINE_M1089204_0,M1089204,L3010557
LINE_M1089204_1,M1089204,L3157167
LINE_M1089204_2,M1089204,N1136032
LINE_M1089205_0,M1089205,M1089200
LINE_M1089205_1,M1089205,N1134472
LINE_M1089205_2,M1089205,P895087
LINE_M1089207_0,M1089207,L3160098
LINE_M1089207_1,M1089207,M1089203
LINE_M1089213_0,M1089213,L3118855
LINE_M1089213_1,M1089213,L3160098
LINE_M1089213_2,M1089213,P895089
LINE_M1089215_0,M1089215,N1134474
LINE_M1089215_1,M1089215,N1144663
LINE_M1108257_0,M1108257,L3142078
LINE_M1108257_1,M1108257,M1108258
LINE_M1108258_0,M1108258,L3195318
LINE_M1108258_1,M1108258,M1108257
LINE_M1108258_2,M1108258,M1108259
LINE_M1108259_0,M1108259,M1108258
LINE_M1108259_1,M1108259,M1108260
LINE_M1108260_0,M1108260,M1108259
LINE_M1108260_1,M1108260,M1108261
LINE_M1108261_0,M1108261,M1108260
LINE_M1108261_1,M1108261,M1108262
LINE_M1108262_0,M1108262,M1108261
LINE_M1108262_1,M1108262,P827496
LINE_M1108263_0,M1108263,M1108264
LINE_M1108263_1,M1108263,N1142112
LINE_M1108264_0,M1108264,M1108263
LINE_M1108264_1,M1108264,M1108265
LINE_M1108265_0,M1108265,M1108264
LINE_M1108265_1,M1108265,M1108266
LINE_M1108266_0,M1108266,M1108265
LINE_M1108266_1,M1108266,M1108267
LINE_M1108267_0,M1108267,M1108266
LINE_M1108267_1,M1108267,M1108268
LINE_M1108268_0,M1108268,M1089097
LINE_M1108268_1,M1108268,M1108267
LINE_M1108269_0,M1108269,L2729405
LINE_M1108269_1,M1108269,M1108274
LINE_M1108270_0,M1108270,L2785516
LINE_M1108270_1,M1108270,M1089097
LINE_M1108274_0,M1108274,L2785516
LINE_M1108274_1,M1108274,M1108269
LINE_M1108274_2,M1108274,M1108276
LINE_M1108276_0,M1108276,L2786273
LINE_M1108276_1,M1108276,M1108274
LINE_M1108278_0,M1108278,L2786273
LINE_M1108278_1,M1108278,L2805036
LINE_M1108278_2,M1108278,L3179699
LINE_M1108286_0,M1108286,L2688692
LINE_M1108286_1,M1108286,L2933164
LINE_M1108295_0,M1108295,L2936279
LINE_M1108295_1,M1108295,L3011298
LINE_M1108298_0,M1108298,196-36167
LINE_M1108298_1,M1108298,L2879773
LINE_M1108298_2,M1108298,M1108299
LINE_M1108298_3,M1108298,P893610
LINE_M1108299_0,M1108299,M1108298
LINE_M1108299_1,M1108299,M1108300
LINE_M1108300_0,M1108300,L2711234
LINE_M1108300_1,M1108300,M1108299
LINE_M1108302_0,M1108302,L3236011
LINE_M1108302_1,M1108302,P893610
LINE_M1108311_0,M1108311,L2879773
LINE_M1108311_1,M1108311,L2898526
LINE_M1108311_2,M1108311,M1108315
LINE_M1108315_0,M1108315,L2955081
LINE_M1108315_1,M1108315,M1108311
LINE_M1108315_2,M1108315,N1230121
LINE_M1108315_3,M1108315,P860843
LINE_M1108316_0,M1108316,196-35541
LINE_M1108316_1,M1108316,N1230121
LINE_M1108317_0,M1108317,196-35541
LINE_M1108317_1,M1108317,L2820590
LINE_M1108328_0,M1108328,L2767414
LINE_M1108328_1,M1108328,L2820590
LINE_M1108328_2,M1108328,L2875754
LINE_M1108328_3,M1108328,L3160878
LINE_M1108329_0,M1108329,L2935552
LINE_M1108329_1,M1108329,L3045895
LINE_M1108331_0,M1108331,L2767414
LINE_M1108331_1,M1108331,L3045895
LINE_M1108331_2,M1108331,M1108334
LINE_M1108331_3,M1108331,M1108335
LINE_M1108334_0,M1108334,L2692664
LINE_M1108334_1,M1108334,M1108331
LINE_M1108335_0,M1108335,M1108331
LINE_M1108335_1,M1108335,M1108340
LINE_M1108340_0,M1108340,L2822865
LINE_M1108340_1,M1108340,L2916605
LINE_M1108340_2,M1108340,L3085394
LINE_M1108340_3,M1108340,M1108335
LINE_M1108340_4,M1108340,M1108344
LINE_M1108344_0,M1108344,L2804250
LINE_M1108344_1,M1108344,M1108340
LINE_M1108344_2,M1108344,M1108353
LINE_M1108345_0,M1108345,L3198356
LINE_M1108345_1,M1108345,M1108347
LINE_M1108347_0,M1108347,M1108345
LINE_M1108347_1,M1108347,M1108355
LINE_M1108350_0,M1108350,L3198356
LINE_M1108350_1,M1108350,M1108354
LINE_M1108350_2,M1108350,M1108360
LINE_M1108352_0,M1108352,M1108355
LINE_M1108352_1,M1108352,M1108356
LINE_M1108353_0,M1108353,L3048205
LINE_M1108353_1,M1108353,M1108344
LINE_M1108354_0,M1108354,L2820583
LINE_M1108354_1,M1108354,M1108350
LINE_M1108355_0,M1108355,M1108347
LINE_M1108355_1,M1108355,M1108352
LINE_M1108356_0,M1108356,L2674052
LINE_M1108356_1,M1108356,L2842390
LINE_M1108356_2,M1108356,M1108352
LINE_M1108360_0,M1108360,L3048968
LINE_M1108360_1,M1108360,M1108350
LINE_M1108361_0,M1108361,L3048205
LINE_M1108361_1,M1108361,L3048228
LINE_M1108361_2,M1108361,M1089155
LINE_M1108364_0,M1108364,L2710509
LINE_M1108364_1,M1108364,L2897766
LINE_M1108368_0,M1108368,L2897770
LINE_M1108368_1,M1108368,L3082981
LINE_M1108368_2,M1108368,L3085393
LINE_M1108372_0,M1108372,L2955005
LINE_M1108372_1,M1108372,L3179607
LINE_M1108372_2,M1108372,L3216988
LINE_M1108375_0,M1108375,L3160793
LINE_M1108375_1,M1108375,M3037449
LINE_M1108378_0,M1108378,L2989566
LINE_M1108378_1,M1108378,M1108379
LINE_M1108378_2,M1108378,P904451
LINE_M1108379_0,M1108379,M1108378
LINE_M1108379_1,M1108379,M1108380
LINE_M1108380_0,M1108380,L2898495
LINE_M1108380_1,M1108380,M1108379
LINE_M1108380_2,M1108380,P904452
LINE_M1108381_0,M1108381,L2952003
LINE_M1108381_1,M1108381,L3254237
LINE_M1108381_2,M1108381,P862322
LINE_M1108387_0,M1108387,L3254237
LINE_M1108387_1,M1108387,M1108398
LINE_M1108387_2,M1108387,P850080
LINE_M1108393_0,M1108393,193-51796
LINE_M1108393_1,M1108393,L3214549
LINE_M1108395_0,M1108395,L2728247
LINE_M1108395_1,M1108395,L2896685
LINE_M1108395_2,M1108395,M1108398
LINE_M1108398_0,M1108398,M1108387
LINE_M1108398_1,M1108398,M1108395
LINE_M1108398_2,M1108398,P850072
LINE_M1108412_0,M1108412,L2690187
LINE_M1108412_1,M1108412,L3027670
LINE_M1108413_0,M1108413,L3233412
LINE_M1108413_1,M1108413,M1108460
LINE_M1108423_0,M1108423,L2802481
LINE_M1108423_1,M1108423,L3027671
LINE_M1108433_0,M1108433,228-1048090-1_INT
LINE_M1108433_1,M1108433,L3102286
LINE_M1108459_0,M1108459,L2802480
LINE_M1108459_1,M1108459,L3027670
LINE_M1108460_0,M1108460,L2821087
LINE_M1108460_1,M1108460,M1108413
LINE_M1108462_0,M1108462,L2990098
LINE_M1108462_1,M1108462,L3027671
LINE_M1108464_0,M1108464,L3102286
LINE_M1108464_1,M1108464,L3233413
LINE_M1108483_0,M1108483,M1108486
LINE_M1108483_1,M1108483,N1142098
LINE_M1108483_2,M1108483,P829797
LINE_M1108484_0,M1108484,L2730106
LINE_M1108484_1,M1108484,L2933135
LINE_M1108484_2,M1108484,P829797
LINE_M1108486_0,M1108486,L3067447
LINE_M1108486_1,M1108486,M1108483
LINE_M1108489_0,M1108489,M1108492
LINE_M1108489_1,M1108489,N1142101
LINE_M1108489_2,M1108489,P829798
LINE_M1108490_0,M1108490,L3142049
LINE_M1108490_1,M1108490,N1142100
LINE_M1108490_2,M1108490,P829798
LINE_M1108492_0,M1108492,M1108489
LINE_M1108492_1,M1108492,N1142102
LINE_M1108493_0,M1108493,L3142049
LINE_M1108493_1,M1108493,N1142103
LINE_M1108499_0,M1108499,L3065665
LINE_M1108499_1,M1108499,M1108501
LINE_M1108499_2,M1108499,M1108507
LINE_M1108500_0,M1108500,M1108505
LINE_M1108500_1,M1108500,N1142104
LINE_M1108501_0,M1108501,M1108499
LINE_M1108501_1,M1108501,M1108506
LINE_M1108505_0,M1108505,L2955047
LINE_M1108505_1,M1108505,M1108500
LINE_M1108505_2,M1108505,P901946
LINE_M1108506_0,M1108506,L3027122
LINE_M1108506_1,M1108506,M1108501
LINE_M1108507_0,M1108507,L3108449
LINE_M1108507_1,M1108507,M1108499
LINE_M1108508_0,M1108508,L3097861
LINE_M1108508_1,M1108508,M1108514
LINE_M1108514_0,M1108514,M1108508
LINE_M1108514_1,M1108514,M1108520
LINE_M1108520_0,M1108520,L2804277
LINE_M1108520_1,M1108520,M1108514
LINE_M1108520_2,M1108520,M1108524
LINE_M1108524_0,M1108524,M1108520
LINE_M1108524_1,M1108524,N1136031
LINE_M1108524_2,M1108524,P895075
LINE_M1108526_0,M1108526,M1089199
LINE_M1108526_1,M1108526,M1108534
LINE_M1108526_2,M1108526,P895075
LINE_M1108527_0,M1108527,L2936213
LINE_M1108527_1,M1108527,L3141394
LINE_M1108529_0,M1108529,M1108532
LINE_M1108529_1,M1108529,P829796
LINE_M1108529_2,M1108529,Q14734
LINE_M1108532_0,M1108532,M1108529
LINE_M1108532_1,M1108532,M1108535
LINE_M1108532_2,M1108532,P895082
LINE_M1108534_0,M1108534,M1108526
LINE_M1108534_1,M1108534,M1108535
LINE_M1108534_2,M1108534,P901934
LINE_M1108535_0,M1108535,M1108532
LINE_M1108535_1,M1108535,M1108534
LINE_M1108540_0,M1108540,L2955006
LINE_M1108540_1,M1108540,L3101827
LINE_M1108540_2,M1108540,L3235945
LINE_M1125902_0,M1125902,226-23751
LINE_M1125902_1,M1125902,E183493
LINE_M1125902_2,M1125902,P829986
LINE_M1125903_0,M1125903,L2989565
LINE_M1125903_1,M1125903,M1125904
LINE_M1125904_0,M1125904,M1125903
LINE_M1125904_1,M1125904,N1142108
LINE_M1125904_2,M1125904,P829986
LINE_M1125905_0,M1125905,L2711224
LINE_M1125905_1,M1125905,L2748839
LINE_M1125905_2,M1125905,L2917310
LINE_M1125905_3,M1125905,L3142079
LINE_M1125905_4,M1125905,L3142098
LINE_M1125911_0,M1125911,L2711224
LINE_M1125911_1,M1125911,L3068944
LINE_M1125913_0,M1125913,L3068944
LINE_M1125913_1,M1125913,M1125916
LINE_M1125914_0,M1125914,L2917328
LINE_M1125914_1,M1125914,M1125917
LINE_M1125914_2,M1125914,P829963
LINE_M1125916_0,M1125916,L2879767
LINE_M1125916_1,M1125916,M1125913
LINE_M1125916_2,M1125916,P829963
LINE_M1125917_0,M1125917,M1125914
LINE_M1125917_1,M1125917,M1125919
LINE_M1125917_2,M1125917,P1197121
LINE_M1125919_0,M1125919,L2992624
LINE_M1125919_1,M1125919,M1125917
LINE_M1125919_2,M1125919,P829961
LINE_M1125929_0,M1125929,L2692654
LINE_M1125929_1,M1125929,L2842379
LINE_M1125934_0,M1125934,L2730163
LINE_M1125934_1,M1125934,L3030199
LINE_M1125940_0,M1125940,L3048963
LINE_M1125940_1,M1125940,L3254915
LINE_M1125940_2,M1125940,M1142826
LINE_M1125943_0,M1125943,221-703009
LINE_M1125943_1,M1125943,L3254870
LINE_M1125944_0,M1125944,M1125947
LINE_M1125944_1,M1125944,M1142875
LINE_M1125944_2,M1125944,P901941
